mol1,mol2,label,pair_id,pair_id_clean,combined_text,is_missing_text,feature_index
[O-][N+]1=C2C(=NO1)C1=[N+]([O-])ON=C1C1=[N+]([O-])ON=C21,CNc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,1,GEXMON,GEXMON,"结论: No. 关键特征: - Significant disparity in molecular symmetry and crystal packing motifs; - Large difference in melting points and intermolecular interaction profiles; - Incompatible hydrogen-bonding and electrostatic complementarity. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular symmetry and crystal packing motifs  \n- Large difference in melting points and intermolecular interaction profiles  \n- Incompatible hydrogen-bonding and electrostatic complementarity  \n\nDetailed Analysis:  \nThe first compound, 3,8,13-trioxido-4,9,14-trioxa-5,10,15-triaza-3,8,13-triazoniatetracyclo[10.3.0.0²,⁶.0⁷,¹¹]pentadeca-1(15),2,5,7,10,12-hexaene, is a highly symmetric, polycyclic, zwitterion",False,32
O=N(=O)C1=CNN=C1,CC1=NNC(=N1)N,1,HECREM,HECREM,"结论: Yes. 关键特征: - Formation of a low-melting physical mixture with a distinct eutectic composition; - Retention of individual molecular identities without covalent bonding or salt formation; - Enhanced solubility or dissolution rate compared to pure components due to disrupted crystal lattice energy. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Formation of a low-melting physical mixture with a distinct eutectic composition\n- Retention of individual molecular identities without covalent bonding or salt formation\n- Enhanced solubility or dissolution rate compared to pure components due to disrupted crystal lattice energy\n\nDetailed Analysis:\n4-Nitro-1H-pyrazole and 5-methyl-1H-1,2,4-triazol-3-amine are both nitrogen-rich heterocyclic compounds capable of extensive hydr",False,33
CC1=NN(C(=C1)C)c1nnc(nn1)N1N=C(C)C=C1C,O=N(=O)C1=CNN=C1N(=O)=O,1,HETTIM,HETTIM,"结论: Yes. 关键特征: - Significant difference in melting points between the two components, facilitating eutectic formation.; - Complementary intermolecular interactions (e.g., hydrogen bonding, π–π stacking, dipole–dipole) that promote miscibility in the liquid phase but limited solid solubility.; - Presence of energetic functional groups (nitro and tetrazine) that may influence thermal stability and reactivity of the eutectic mixture.. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Significant difference in melting points between the two components, facilitating eutectic formation.\n- Complementary intermolecular interactions (e.g., hydrogen bonding, π–π stacking, dipole–dipole) that promote miscibility in the liquid phase but limited solid solubility.\n- Presence of energetic functional groups (nitro and tetrazine) that may influence thermal stability and reactivity of the eutectic mixture.\n\nDetailed Analy",False,34
CC1=NN(C(=C1)C)c1nnc(nn1)N1N=C(C)C=C1C,O=N(=O)C1=NNN=N1,1,HETTOS,HETTOS,"结论: Yes. 关键特征: - Significant difference in individual melting points with partial miscibility in the liquid state; - Complementary intermolecular interactions (e.g., hydrogen bonding between tetrazole N–H and tetrazine/pyrazole nitrogens) facilitating molecular recognition in the melt; - Formation of a low-melting mixture below the melting points of either pure component, potentially enhancing processability. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Significant difference in individual melting points with partial miscibility in the liquid state  \n- Complementary intermolecular interactions (e.g., hydrogen bonding between tetrazole N–H and tetrazine/pyrazole nitrogens) facilitating molecular recognition in the melt  \n- Formation of a low-melting mixture below the melting points of either pure component, potentially enhancing processability  \n\nDetailed Analysis:  \n3,6-Bis",False,35
CC1=NN(C(=C1)C)c1nnc(N)nn1,O=N(=O)C1=NNN=C1,1,HETTUY,HETTUY,"结论: Yes. 关键特征: - Formation of a low-melting physical mixture due to limited solid-state miscibility and favorable intermolecular interactions in the liquid phase.; - Presence of complementary hydrogen-bonding motifs (e.g., tetrazine amine with triazole nitro group) that may stabilize the liquid phase but not promote co-crystal formation.; - Distinct molecular symmetry and polarity differences that suppress crystalline lattice compatibility, favoring eutectic behavior over compound formation.. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Formation of a low-melting physical mixture due to limited solid-state miscibility and favorable intermolecular interactions in the liquid phase.  \n- Presence of complementary hydrogen-bonding motifs (e.g., tetrazine amine with triazole nitro group) that may stabilize the liquid phase but not promote co-crystal formation.  \n- Distinct molecular symmetry and polarity differences that suppress crystalline lattice compatibility, f",False,36
N1C2=NON=C2C2=NON=C2C2=NON=C12,O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O,1,HIVGAW,HIVGAW,"结论: Yes. 关键特征: - Significant difference in molecular symmetry and crystal packing efficiency between the two compounds; - Complementary intermolecular interactions (e.g., hydrogen bonding, dipole–dipole, π-stacking) potentially enabling mutual solubility suppression in the solid state; - Large disparity in melting points and thermal stability profiles, favoring eutectic formation over co-crystallization. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Significant difference in molecular symmetry and crystal packing efficiency between the two compounds  \n- Complementary intermolecular interactions (e.g., hydrogen bonding, dipole–dipole, π-stacking) potentially enabling mutual solubility suppression in the solid state  \n- Large disparity in melting points and thermal stability profiles, favoring eutectic formation over co-crystallization  \n\nDetailed Analysis:  \nThe first mole",False,37
NC1=Nc2ccccc2N1,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1,HUZSEA,HUZSEA,"结论: Yes. 关键特征: - Significant difference in melting points between the two components (1H-benzimidazol-2-amine melts around 170–175 °C; 1,3,5-trinitrobenzene melts near 122 °C), facilitating eutectic formation.; - Complementary intermolecular interactions—hydrogen bonding capability from the amine and imidazole N–H groups of 1H-benzimidazol-2-amine with the electron-deficient aromatic ring and nitro groups of 1,3,5-trinitrobenzene, promoting favorable mixing in the liquid phase but limited solid solubility.; - Likely to exhibit a sharp melting point depression at a specific composition, characteristic of a true eutectic system rather than a simple mixture.. 详细分析: Conclusion: Yes\n\nLikelihood: High\n\nKey Characteristics:\n- Significant difference in melting points between the two components (1H-benzimidazol-2-amine melts around 170–175 °C; 1,3,5-trinitrobenzene melts near 122 °C), facilitating eutectic formation.\n- Complementary intermolecular interactions—hydrogen bonding capability from the amine and imidazole N–H groups of 1H-benzimidazol-2-amine with the electron-deficient aromatic ring and nitro groups of 1,3,5-trinitrobenzene, promoting favorable",False,38
Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,O=N(=O)N1C2C3N(C4C1N(C(C(N2N(=O)=O)N3N(=O)=O)N4N(=O)=O)N(=O)=O)N(=O)=O,1,IZUZUZ,IZUZUZ,"结论: Yes. 关键特征: - Significant difference in molecular symmetry and crystal packing efficiency between the two components; - Large disparity in melting points (2-methyl-1,3,5-trinitrobenzene melts ~127–130 °C; HNIW/cl-20 melts ~245–250 °C) facilitating eutectic formation; - Complementary intermolecular interactions (e.g., π–π stacking from aromatic ring and hydrogen-bonding-deficient nitramine groups) that may promote mutual solubility in the liquid phase but limited solid-state miscibility. 详细分析: Conclusion: Yes\n\nLikelihood: High\n\nKey Characteristics:\n- Significant difference in molecular symmetry and crystal packing efficiency between the two components  \n- Large disparity in melting points (2-methyl-1,3,5-trinitrobenzene melts ~127–130 °C; HNIW/cl-20 melts ~245–250 °C) facilitating eutectic formation  \n- Complementary intermolecular interactions (e.g., π–π stacking from aromatic ring and hydrogen-bonding-deficient nitramine groups) that may promote mutual solubility in the liqui",False,39
Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O,1,IZUZUZ01,IZUZUZ01,"结论: Yes. 关键特征: - Significant difference in molecular symmetry and crystal packing efficiency between the two components; - Large disparity in melting points (2-methyl-1,3,5-trinitrobenzene melts ~127–130 °C; HNIW/cl-20 melts ~245–250 °C) facilitating eutectic formation; - Complementary intermolecular interactions (e.g., π–π stacking from aromatic ring and hydrogen-bonding-deficient nitramine groups) that may promote mutual solubility in the liquid phase but limited solid-state miscibility. 详细分析: Conclusion: Yes\n\nLikelihood: High\n\nKey Characteristics:\n- Significant difference in molecular symmetry and crystal packing efficiency between the two components  \n- Large disparity in melting points (2-methyl-1,3,5-trinitrobenzene melts ~127–130 °C; HNIW/cl-20 melts ~245–250 °C) facilitating eutectic formation  \n- Complementary intermolecular interactions (e.g., π–π stacking from aromatic ring and hydrogen-bonding-deficient nitramine groups) that may promote mutual solubility in the liqui",False,40
CN(CN(C)N(=O)=O)N(=O)=O,O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O,1,JABYIX,JABYIX,"结论: No. 关键特征: - Incompatible molecular interaction types (ionic vs. amphiphilic surfactant-like organic); - Significant disparity in melting behavior and thermal stability; - Lack of mutual solubility or miscibility in the solid or liquid state required for eutectic formation. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Incompatible molecular interaction types (ionic vs. amphiphilic surfactant-like organic)\n- Significant disparity in melting behavior and thermal stability\n- Lack of mutual solubility or miscibility in the solid or liquid state required for eutectic formation\n\nDetailed Analysis:\nGadolinium(3+) trinitrate, Gd(NO₃)₃, is an ionic inorganic salt composed of a trivalent lanthanide cation and nitrate anions. It typically exists as a hydr",False,41
CCN(CN(CC)N(=O)=O)N(=O)=O,O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O,1,JABYOD,JABYOD,"结论: Yes. 关键特征: - Significant difference in molecular symmetry and crystal packing efficiency between the two compounds; - Complementary intermolecular interaction capabilities (e.g., hydrogen bonding donors/acceptors and dipole–dipole interactions from multiple nitro groups); - Moderate melting point depression expected due to limited solid-state miscibility but favorable liquid-phase mixing. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Significant difference in molecular symmetry and crystal packing efficiency between the two compounds  \n- Complementary intermolecular interaction capabilities (e.g., hydrogen bonding donors/acceptors and dipole–dipole interactions from multiple nitro groups)  \n- Moderate melting point depression expected due to limited solid-state miscibility but favorable liquid-phase mixing  \n\nDetailed Analysis:  \nN-ethyl-N-[[ethyl(nitro)am",False,42
CC1=C(N=CN1)N(=O)=O,O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O,1,JOCTAZ,JOCTAZ,"结论: Yes. 关键特征: - Significant difference in molecular symmetry and crystal packing efficiency between components; - Complementary intermolecular interaction motifs (e.g., hydrogen bonding from imidazole NH and nitro group acceptors); - Moderate melting point depression expected due to limited solid-state miscibility but favorable liquid-phase mixing. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Significant difference in molecular symmetry and crystal packing efficiency between components  \n- Complementary intermolecular interaction motifs (e.g., hydrogen bonding from imidazole NH and nitro group acceptors)  \n- Moderate melting point depression expected due to limited solid-state miscibility but favorable liquid-phase mixing  \n\nDetailed Analysis:  \n4-Methyl-5-nitro-1H-imidazole is a planar, heteroaromatic molecule con",False,43
CN1c2ccccc2c2ccccc12,O=N(=O)c1cc(cc(c1)N(=O)=O)C#N,1,KIZVAQ,KIZVAQ,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,44
CCN1c2ccccc2c2ccccc12,O=N(=O)c1cc(cc(c1)N(=O)=O)C#N,1,KOBFIQ,KOBFIQ,结论: Yes. 关键特征: - Formation of a well-defined eutectic point with a melting temperature lower than either pure component; - Significant difference in molecular polarity and intermolecular interaction profiles (donor–acceptor complementarity); - Likely to exhibit optical or electronic properties distinct from the individual components due to charge-transfer interactions. 详细分析: Conclusion: Yes\n\nLikelihood: High\n\nKey Characteristics:\n- Formation of a well-defined eutectic point with a melting temperature lower than either pure component  \n- Significant difference in molecular polarity and intermolecular interaction profiles (donor–acceptor complementarity)  \n- Likely to exhibit optical or electronic properties distinct from the individual components due to charge-transfer interactions  \n\nDetailed Analysis:  \n9-Ethylcarbazole is an electron-rich aromatic hetero,False,45
